Comments,Sentiments,Like,Haha,Angry,Love,Care,Sad,Wow
"বুবলি আপু আপনি বাইরের নায়কের সাথে মুভি করেন। দেব,জিৎ,বা প্রসেনজিৎ,",Positive ,0,0,0,0,0,0,0
দুজনের বিয়ে হলে ভালো হতো,Positive ,0,0,0,0,0,0,0
মাই ফুট ফালতু ছবি,Positive ,0,0,0,0,0,0,0
আমার প্রিয় অভিনেত্রী,Positive ,0,0,0,0,0,0,0
গতকাল হ্যাপি পেটদিবস গেছে বুবলীর,Neutral ,0,0,0,0,0,0,0
ওর চুল গুলো কেটে ছোট করে দিবেন প্লিজ । তাহলে দেখতে ভালো লাগবে,Neutral ,0,5,0,0,0,0,1
দেখতে হবে না ছেলেটা কার,Positive ,0,25,0,12,0,0,0
বাহ্ অনেক সুন্দর,Positive ,0,1,0,3,0,0,0
মাশাআল্লাহ বাবাই টা,Positive ,0,0,0,0,0,0,0
মায়ের মতো স্মার্ট এবং শিক্ষিত হবে মনে হচ্ছে সাকিব খানের দ্বিতীয় বউয়ের দ্বিতীয় ছেলে.....,Positive ,0,49,0,32,1,0,1
মেগাস্টার শাকিব খানের ছেলে বলে কথা,Positive ,0,9,0,5,0,0,0
"মাশাআল্লাহ,বড় হও বাবা",Positive ,0,0,0,0,0,0,0
চুল  ছোট করে দিলে ভালো  লাগবে  আপু,Positive ,0,0,0,3,0,0,0
চুলের অবস্থা এমন কেন??,Neutral ,0,0,0,0,0,0,0
পুরাই তো মেয়ে মানুষের মতো লাগে,Negative ,0,12,3,0,0,0,0
মাশাল্লাহ দোয়া করি বড় হয়ে বাবার মতো একজন আদর্শ বান মানুষ হও,Positive ,0,47,1,3,2,0,0
দেখতে দেখতে বাবাই টা অনেক বড় হয়ে গেলো,Positive ,0,3,0,1,2,0,0
এইটা ছেলে না মেয়ে?,Neutral ,0,7,0,0,0,0,1
বাহ্ খুব ভালো।,Positive ,0,0,0,0,0,0,0
"আমি ১০০% গ্যারান্টি দিয়ে বলছি,,জয়ের চেয়ে বীরের মেধা ৯০% বেশি ভালো।",Positive ,0,9,2,11,4,0,1
বুদ্ধিবৃত্তিক বিকাশ হোক,Positive ,0,0,0,0,0,0,0
"মাশা আল্লাহ,,,, কি কিউট করে কথা বলছে- বীর",Positive ,0,0,0,1,0,0,0
মাশাআল্লাহ বাবাই টা,Positive ,0,0,0,0,0,0,0
ভালো থাক সব সময় স্রষ্টার কাছে সেই প্রার্থনা,Positive ,0,0,0,3,1,0,0
"কেডা জানি বলছিলো আমি পাপা মাম্মি এইসব ডাক শিখাবো না,,,বাবা মা শিখবে,,,",Negative ,0,20,3,0,0,0,0
কিং খানের বেটা বীরকে ফাইন দ্যাহা যাইতেছে,Positive ,0,0,0,0,0,0,0
কি কিউট রে বাবা,Positive ,0,9,0,22,0,0,0
জনগনের ছেলে,Positive ,0,0,0,0,0,0,0
মাশাল্লাহ শেহজাদ খান বীর তুমি অনেক অনেক বড় হও বাবা । তোমার মুখের প্রথম ভাষা শুনে আমি অনেক আনন্দিত ও মুগ্ধ হয়েছি তুমি কি সুন্দর করে কথা বলছিলে বাবা।,Positive ,0,0,1,9,0,0,0
শেহজাদ আসলেই ট্যালেন্ট হবে।তার কথা বলার স্টাইলই অন্যরকম একদম,Positive ,0,3,0,6,1,0,0
বুবলি ভাবি অলয়েজ বিউটি,Positive ,0,2,0,2,0,0,0
মাশাল্লাহ ছোট্ট সেহজাদ কে খুব সুন্দর লাগছে,Positive ,0,0,0,7,2,0,0
"কে জানি বলছিলো বাচ্চাকে মামি,মামি,,,পা,, পা শিখাবে না,,, হায় মানুষ কিছু বলার নেই৷ মুখে মুখে বড় বড় কথা",Negative ,0,1,0,0,0,0,1
"মাশাআল্লাহ অসাধারণ আপু বীরের পড়াশোনা,, অনেক দূরে এগিয়ে যাও বীর তুমি,, দোয়া রইল সবসময়।",Positive ,0,0,0,6,1,0,0
"শেহজাদ কে দেখলে, আমার মনে হয় যদি আমার ও এমন একটা বেবি হতো এত্ত কিউট বাচ্চাটা,মায়ের জীবন ধন্য",Positive ,0,1,0,8,2,0,0
কিউরেটর ডিব্বা।,Positive ,0,0,0,1,1,0,0
"সুপার এস্টার একজন ই,সে হচ্ছে সুপার এস্টার বুবলী,সুপার ডুপার হিট অভিনেত্রী কলিজার বুবলী,সব সময় দোয়া শ্রদ্ধা ও ভালোবাসা রইলো,এভাবে সব সময় হাসি খুশী থেকো",Positive ,0,2,0,4,0,0,0
ইংরেজি উচ্চারণগুলো অনেক সুন্দর এবং স্পষ্ট।।,Positive ,0,0,0,0,0,0,0
"বির,,অসাধারণ,, অনেক  বেশি  স্মার্ট,,",Positive ,0,0,0,4,0,0,0
সাকিব্বায় কই,Positive ,0,4,0,0,0,0,0
"কি লিখি তোমায়  যা বলার ভাষা নেই অসম্ভব সুন্দর তুমি বীর সোনা,  চেহারা যেমন সুন্দর   কথা গুলো তেমনি সুন্দর মাশাল্লাহ",Positive ,0,0,0,6,0,0,0
শেহজাদ স্মার্ট বয়,Positive ,0,0,0,3,0,0,0
- তাহলে দিন কাল ভালোই যাচ্ছে!,Positive ,0,0,0,0,0,0,0
মাশাল্লাহ বাবা তোমার জন্য দোয়া রইলো,Positive ,0,0,0,3,1,0,0
"মাশাল্লাহ নিউইয়র্কের ময়না পাখি,,",Positive ,0,1,0,5,0,0,0
খুব আদর করতে ইচ্ছে করে শেহজাদ কে।এমন বেবি যার আছে তার কোন কষ্ট নেই।পাষন্ড পিতা এবংহতভাগা  দাদা দাদী ফুপুগুলো এমন একটা রসগোল্লা থেকে কিভাবে দূরে থাকতে পারে,Positive ,0,0,0,0,0,0,0
মাশাআল্লাহ বাবা দোয়া করি অনেক বড় হও,Positive ,0,0,0,2,0,0,0
অনেক অনেক  ভালোবাসা রহিলো,Positive ,0,0,0,3,0,0,0
মাশাআল্লাহ  বাবাইটা দোয়া আর ভালোবাসা,Positive ,0,0,0,7,0,0,0
"... ময়ের কোলে যে কনো সসন্তান আসলকেই তারা ধন্য,, হোক না সে যেমনই",Positive ,0,0,0,0,0,0,0
"আল্লাহ চাইলে আপনাকেও দিবে, ইনশাআল্লাহ।",Positive ,0,0,0,0,0,0,0
কি কিউট,Positive ,0,0,0,1,1,0,0
মাশাল্লাহ অনেক জ্ঞানী কিউট বেবি,Positive ,0,0,0,7,0,0,0
মাশাআল্লাহ কিউট বেবী,Positive ,0,0,0,2,0,0,0
মাম্মি বলাটা কিউট,Positive ,0,0,0,4,0,0,0
"মাস আল্লাহ অসাধারণ, তবে ছেলে বাবু চুল ছোট করে দিলে আরো অনেক ভালো লাগবে।",Positive ,0,0,0,0,1,0,0
হেয়ার স্টাইলটা বাবার পেয়েছে,Positive ,0,0,0,1,0,0,0
খুবই কিউট শেহজাদ,Positive ,0,0,0,0,0,0,0
মাশাল্লাহ অনেক জ্ঞানী গুনী হও দোয়া রইল,Positive ,0,0,0,1,0,0,0
শুকনা ছিল তখন দেখতে বেশি ভালো লাগতো,Neutral ,0,0,0,0,0,0,0
মেয়েটা সুন্দর,Positive ,0,1,0,0,0,0,0
আমিতো অবাক!!!,Positive ,0,0,0,0,0,0,0
মাশাল্লাহ অনেক সুন্দর,Positive ,0,0,0,2,0,0,0
"মাশাআল্লাহ  জেনেরাল শিক্ষার সাথে ওকে ধর্মীয় শিক্ষায় শিক্ষিত করে রাখলেই ওর জীবনের জন্য উত্তম একটা জীবন হবে, দোয়া করি কল্যাণময় জীবন হোক।",Positive ,0,0,0,0,0,0,0
মাশাল্লাহ বীরের জন্য অনেক অনেক দোয়া রইল,Positive ,0,0,0,0,0,0,0
একদিন হয়তো পিতাকে ও পড়াবে,Positive ,0,0,0,2,0,0,0
